Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,3022.769286
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,1826.125238
ABELCET 5MG/ML 10 VIAL 20ML (100MG/20ML),10,4072.51327
ABILIFY  MAINTENA 300 MG VIAL,1,1264.103904
ABILIFY 10MG 28TAB,28,219.643
ABILIFY 15MG 28TAB,28,229.335125
ABILIFY 30MG 28TAB,28,326.03994
ABILIFY 5MG 28TAB,28,208.285875
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1,1122.911491
ABIRATERONE ACETATE 250MG 120TAB,120,14543.1154
ABITREN 100MG 10 SR TAB,10,9.83112
ABITREN 100MG 20 SR TAB,20,17.232819
ABITREN 50MG 10SUPP,10,11.0148
ABITREN INJ 75MG/3CC,5,11.06138
ABRAXANE 5MG/ML VIAL 100MG/20ML,1,1230.858854
ABSTRAL 100MCG 30TAB SUBLINGUAL,30,879.24545
ABSTRAL 200MCG 30TAB SUBLINGUAL,30,895.8060175
ABSTRAL 400MCG 30TAB SUBLINGUAL,30,874.910405
ABSTRAL 600MCG 30TAB SUBLINGUAL,30,889.98072
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30,869.5720275
ACCOFIL 300 MCG/0.5 ML,1,156.9936856
ACCOFIL 480 MCG/0.5 ML 1PFS,1,227.23325
ACERIL 12.5MG 90TAB,90,15.092194
ACERIL 25MG 90TAB,90,32.171573
ACERIL 50MG 90TAB,90,42.378895
ACLASTA 5MG/100ML 1BOTTLE,1,957.081915
ACNETRIM SOL 25ML,25,15.624713
ACROSE 100MG 30TAB,30,24.286675
ACROSE 50MG 30TAB,30,16.871276
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4,3755.170913
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1,1313.344577
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1,525.3375254
ACTILYSE 20 MG 1VIAL/20ML,1,770.0139869
ACTILYSE 50 MG 1VIAL/50ML,1,2599.3
