Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,6722.162155
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,3782.700987
ABITREN 100MG 10 SR TAB,10,15.81493331
ABITREN 100MG 20 SR TAB,20,31.62986663
ABITREN 25MG 20TAB,20,6.096428515
ABITREN 50MG 10SUPP,10,11.80360024
ABITREN INJ 75MG/3CC,5,17.3451763
ACERIL 12.5MG 90TAB,90,39.98440708
ACERIL 25MG 90TAB,90,56.29977092
ACERIL 50MG 90TAB,90,96.66011076
ACLASTA 5MG/100ML 1BOTTLE,1,2398.390393
ACNETRIM SOL 25ML,25,17.41516593
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1569.584722
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1569.584722
ACTIQ 200MCG 30 COMPRESSED TAB,30,1509.746585
ACTIQ 400MCG 30 COMPRESSED TAB,30,1524.00235
ACTIQ 600MCG 30 COMPRESSED TAB,30,1532.31522
ACTIQ 800MCG 30 COMPRESSED TAB,30,1524.00235
ACTIVELLE 28TAB,28,51.79274097
ACTONEL 30MG 28TAB,28,1269.872902
ACTONEL 5MG 28TAB,28,177.1431949
ACTONEL 75MG 2TAB,2,187.5830281
ACTONEL ONCE A WEEK 35MG 4TAB,4,171.7023388
ADAFERIN CREAM 0.1% 30GR,30,50.43675168
ADAFERINE GEL 30GR,30,50.38246693
ADIZEM CD 120MG 30CAP,30,49.5708638
ADIZEM CD 180MG 30CAP,30,51.90881352
ADIZEM CD 240MG 30CAP,30,75.8109059
AERIUS 5MG 15TAB,15,39.3001559
AERIUS SYRUP 0.5MG/ML 120ML,120,45.77594062
AEROVENT SOL 20ML,20,36.71204563
AGGRENOX 60 CAPS,60,109.7619144
AGISERC 16MG 30TAB,30,21.8151289
AGISPOR CREAM 15GR,15,27.15624418
AGISPOR GEL 15GR,15,15.32890973
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,136.0088443
AGISPOR SOL 15ML,15,20.66254424
AGISTEN 1 VAGINAL TAB  0.5GR,1,21.03750831
AGISTEN 3 VCR 20GX2%,20,24.68539298
AGISTEN 6 VAGINAL TAB 0.1GR,6,21.83010676
AGRIPPAL S1,1,44.05410471
AGRYLIN 0.5MG 100CAP,100,2893.061964
AHISTON 2MG 20TAB,20,21.66174844
AKNE-MYCIN PLUS SOL 25ML,25,60.17329958
AKNE-MYCIN SOL 25ML,25,17.62414792
ALCON AZOPT 1% 5ML,5,73.23957115
ALDACTONE 100MG 10T,10,15.03348028
ALDACTONE 25MG 20T,20,16.96880214
ALDARA 5% CREAM 12SACH,12,428.4676773
ALDOSPIRONE 100MG 20TAB,20,29.71043534
ALDOSPIRONE 25MG 20TAB,20,16.76759105
ALENDRONATE TEVA 10MG 30TAB,30,121.0522984
ALENDRONATE TEVA 70MG 4TAB,4,88.6204631
ALFU-KAL XL 10MG 30TAB,30,92.40836622
ALFUZOSIN WINTHROP XL 10MG 30 TAB,30,93.51726661
ALKERAN  2MG 25 TABS,25,69.82034107
ALKERAN INJ 50MG/10ML,1,314.7215876
ALLEGRO NASAL SPRAY 15ML (120DOSES),120,63.31559954
ALLORIL 100MG 50TAB,50,13.28193765
ALLORIL 300MG 20TAB,20,11.04133252
ALOMIDE 10ML,10,56.90564434
ALPHA D3 0.25MCG 50CAP,50,62.92386161
ALPHA D3 1MCG 50CAP,50,159.4422758
ALPRALID 0.25MG 30TAB,30,11.27232274
ALPRALID 0.50MG 30TAB,30,19.8420599
ALPRALID 1MG 30TAB,30,38.27507945
ALPROX 0.25MG 30TAB,30,11.27232274
ALPROX 0.50MG 30TAB,30,17.50673606
ALPROX 1MG 30TAB,30,25.79542669
AMARYL 1MG 30TAB,30,18.32694885
AMARYL 2MG 30TAB,30,31.25399312
AMARYL 3MG 30TAB,30,45.58361001
AMARYL 4MG 30TAB,30,54.28443767
AMIODACORE 200MG 30TAB,30,48.59420328
AMLODIPINE TEVA 10MG 20TAB,20,27.88821923
AMLODIPINE TEVA 5MG 20TAB,20,16.87768541
AMLOW 10MG 20TAB,20,27.88821923
AMLOW 5MG 20TAB,20,16.87768541
AMOXICLAV-TEVA 250 SUSP 100ML,100,53.56053563
AMOXICLAV-TEVA 250MG 20TAB,20,36.65905933
AMOXICLAV-TEVA 500 20TAB,20,77.72304037
ANAFRANIL 25MG 30TAB,30,17.11138591
ANAFRANIL SR 75MG 20TAB,20,42.44062277
ANASTROZOLE 1MG 30TAB,30,594.7399729
ANDROCUR 10MG 15TAB,15,39.83950846
ANDROCUR 50MG 50TAB,50,203.297668
ANDROGEL 25MG 30SACHX2.5G,30,291.377914
ANDROGEL 50MG 30SACHX5G,30,248.3209768
ANDROXON 40MG 30CAP,30,76.3075433
ANGELIQ 1X28TAB,28,98.24485176
APIDRA 100 IU/ML CART 5X3ML,15,231.6642232
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15,226.8675197
APIDRA VIAL 1X10ML,10,144.8408913
APO GO PEN 10MG/ML 5X3ML,5,933.6181859
APO-GO 10MG/ML 5AMPX2ML,5,283.9781841
APO-GO 10MG/ML 5AMPX5ML,5,526.4627865
APOVENT SOL 20ML,20,37.15259018
ARAGEST 2.5MG 30TAB,30,15.85048996
ARAGEST 5MG 30TAB,30,24.71155079
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,5154.52279
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,1288.403082
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4,516.5976143
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,7682.42967
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,1966.135418
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,1030.516472
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1,252.2051607
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,3856.996204
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1552.499456
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,2064.246412
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,514.9714185
ARANESP 500MCG PREFILLED PEN 1X1ML,1,6088.755716
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4,2580.306506
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4,3093.337196
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1,773.2748021
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4,4130.802576
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1,1031.045539
ARAVA 10MG 30TAB,30,397.9314194
ARAVA 20MG 30TAB,30,455.1106606
ARCOXIA 120MG 7TAB,7,56.94153246
ARCOXIA 60MG 10TAB,10,74.06949383
ARCOXIA 90MG 10TAB,10,76.75244966
AREDIA VIAL 90MG PWDR 10ML SOLV,1,1261.638285
AREDIA VIALS 2X30MG + 5ML SOLV,2,913.7818455
ARICEPT 10MG 28TAB,28,491.3956046
ARICEPT 5MG 28TAB,28,430.6714683
ARIMIDEX 1MG 28TAB,28,561.751729
ARIXTRA 10MG/0.8ML 10 PREFIL SYR,10,1078.321954
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10,498.5359595
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10,1005.329493
AROMASIN 25MG 30TAB,30,812.4832716
ART 50 50MG 30CAPS,30,84.72432251
ARTHROTEC 50 20TAB,20,46.40849048
ARTHROTEC 75 20TAB,20,56.5020065
ARTHRYL 1500MG 30 SACHETS,30,106.80645
ASACOL 400MG 100TAB,100,203.8147967
ASACOL 800MG 60TAB,60,261.5385432
ASENTA 10MG 28TAB,28,485.5687792
ASENTA 5MG 28TAB,28,425.564692
ASSIVAL 10MG 30TAB,30,11.39748641
ASSIVAL 10MG/2ML 5AMP,5,16.96798032
ASSIVAL 2MG 30TAB,30,5.611766508
ASSIVAL 5MG 30TAB,30,8.228380202
ATACAND 16MG 28TAB,28,127.7416045
ATACAND 16MG 30TAB,30,136.8660048
ATACAND 8MG 28TAB,28,114.5951878
ATACAND 8MG 30TAB,30,122.7805584
ATACAND PLUS 28TAB,28,134.9634965
ATACAND PLUS 30TAB,30,144.6037462
ATOSIBAN 7.5MG/ML 0.9ML,0.9,190.6782115
ATOSIBAN 7.5MG/ML 5ML,5,3219.358454
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6,12169.82255
ATROSPAN DRPS 1%10CC,10,21.67011651
ATROVENT INHALER 20MCG 200DOSES,200,49.29267613
AUGMENTIN 1.2G 10VIALS,10,238.5540371
AUGMENTIN 125MG 100ML,100,30.30828092
AUGMENTIN 250MG 20T,20,36.65905933
AUGMENTIN 250MG100ML,100,53.56053563
AUGMENTIN 400MG SUSP 35ML,35,25.41815462
AUGMENTIN 400MG SUSP 70ML,70,50.83630923
AUGMENTIN 500MG 10VIALS,10,114.6600036
AUGMENTIN 500MG 20TAB,20,77.72304037
AUGMENTIN B.I.D 875MG 14TAB,14,95.75864251
AVAMYS 27.5MCG/DOSE 120DOSES,120,73.39306525
AVANDIA 4MG 28TAB,28,158.7563185
AVANDIA 8MG 28TAB,28,227.5982339
AVASTIN 100MG 25MG/ML VIAL 4ML,1,2116.680818
AVASTIN 400MG 25MG/ML VIAL 16ML,1,8156.436665
AVAXIM INJ SOL 1X0.5ML,1,165.7627784
AVODART 0.5MG 30CAPS,30,186.6061826
AVONEX 4X30MCG/ML SYRINGE,4,5898.811416
AZENIL 200MG 15ML,15,28.19684489
AZENIL 200MG 22.5ML,22.5,42.29526733
AZENIL 250MG 6CAPSULES,6,65.38398763
AZILECT 1MG 30TAB,30,692.6522663
AZITHROMYCIN TEVA 200MG/5ML 15ML,15,27.86249495
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.5,41.79374242
AZOPI 50MG 100TAB,100,143.7249468
BACLOSAL 10MG 50TAB,50,28.64278728
BACLOSAL 25MG 50TAB,50,62.7250145
BACTROBAN 15GR OINT,15,42.25485221
BACTROBAN NASAL 3GR,3,65.25245177
BARACLUDE 0.5 MG 30 F.C. TABS,30,3145.093546
BARACLUDE 1 MG 30 F.C. TABS,30,3156.209531
BEDODEKA 100AMP,100,311.7315119
BELARA 1X21TAB,21,51.64586297
BELARA 3X21TAB,63,143.9940417
BENAZEPRIL-TEVA 10MG 30TAB,30,57.06660508
BENAZEPRIL-TEVA 20MG 30TAB,30,77.99071437
BENAZEPRIL-TEVA 5MG 30TAB,30,33.74947083
BENZACLIN TOPICAL GEL 25G,25,97.65070579
BETACAP 0.1% 100ML,100,57.72141755
BETACORTEN CREAM 15G,15,10.77107393
BETACORTEN OINT 15GR,15,11.20854375
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30,17.4291422
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15,6136.598495
BETAREN 100MG 10 S.R.TAB,10,15.81493331
BETAREN 100MG 20 S.R.TAB,20,31.62986663
BETISTINE 16MG 30TAB,30,20.88116963
BETNESOL 0.50MG 30TAB,30,19.69690571
BETNOVATE CREAM 15G,15,10.90032682
BETNOVATE N CREAM 15G,15,6.3848773
BETNOVATE N OINT 15G,15,6.3848773
BETNOVATE OINT 15G,15,11.34304628
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30,17.6382919
BETOPTIC S 5ML 0.25%,5,30.86627861
BEZAFIBRATE 400MG 30 SR TAB,30,50.07184239
BICALUTAMIDE TEVA 150MG 30TAB,30,1640.691728
BICALUTAMIDE TEVA 50MG 30TAB,30,576.604441
BIFONAZOLE CREAM 1% 15GR,15,27.15624418
BIFONAZOLE TEVA CREAM 15GR,15,27.15624418
BIODROXIL 125MG/5ML SUSP 60 ML,60,12.07657993
BIODROXIL 250MG/5ML SUSP 60 ML,60,21.03817739
BIODROXIL 500 MG 12 CAPSULES,12,31.06492574
BIO-HEP-B 10MCG/ML VIAL,1,137.0185014
BIO-TROPIN 12 IU,1,726.6433015
BLASTOVIN 1VIAL 10MG/10ML,1,143.7217463
BONDORMIN 0.25MG 10TAB,10,14.659
BONEFOS 800MG 30TAB,30,607.959978
BONSERIN 30MG 20TAB,20,37.75997729
BRAVELLE 75IU 10AMP,10,1140.895919
BREXIN 20MG 10 SACHETS WATER SOLUBLE POWDER,10,28.64494837
BREXIN 20MG 20 SACHETS WATER SOLUBLE POWDER,20,56.24446067
BREXIN 20MG 20TAB,20,51.13179142
BRICALIN ELIXIR 115ML,115,10.3983
BRICALIN TURBUHALER 200DOSES,200,73.96937433
BROTIZOLAM-TEVA 0.25MG 10TAB,10,14.48488797
BUDESON 3MG 100CAP,100,587.2029284
BUDICORT 200MCG/DOSE 120DOSES,120,85.43885584
BUDICORT INH200MCG 100DOSES,100,71.19904653
BUDICORT INH50MCG/D,200,40.81564233
BUDICORT RESP1MG/2ML 10UNITS,10,125.135202
BUDICORT RESP1MG/2ML 20UNITS,20,232.5933123
BUDICORT TURBH100MCG,200,125.1544257
