Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,5751.97
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,3186.62
ABILIFY 10MG 28TAB,28,594.92
ABILIFY 15MG 28TAB,28,588.23
ABILIFY 30MG 28TAB,28,935.16
ABILIFY 5MG 28TAB,28,561.13
ABITREN 100MG 10 SR TAB,10,11.88
ABITREN 100MG 20 SR TAB,20,23.77
ABITREN 25MG 20TAB,20,5.96
ABITREN 50MG 10SUPP,10,10.83
ABITREN INJ 75MG/3CC,5,11.03
ACERIL 12.5MG 90TAB,90,33.98
ACERIL 25MG 90TAB,90,50.01
ACERIL 50MG 90TAB,90,87.64
ACLASTA 5MG/100ML 1BOTTLE,1,2031.33
ACNETRIM SOL 25ML,25,16.3
ACROSE 100MG 30TAB,30,33.22
ACROSE 50MG 30TAB,30,23.25
ACTEMRA 20MG/ML 1X10ML(200mg) CONC. FOR SOLUTION FOR INF.,1,2148.05
ACTEMRA 20MG/ML 1X20ML(400mg) CONC. FOR SOLUTION FOR INF.,1,4296.1
ACTEMRA 20MG/ML 1X4ML(80mg) CONC. FOR SOLUTION FOR INF.,1,859.15
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1248.32
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1248.32
ACTIQ 200MCG 30 COMPRESSED TAB,30,1156.28
ACTIQ 400MCG 30 COMPRESSED TAB,30,1156.28
ACTIQ 600MCG 30 COMPRESSED TAB,30,1156.28
ACTIQ 800MCG 30 COMPRESSED TAB,30,1163.76
ACTIVELLE 28TAB,28,49.27
ACTONEL 30MG 28TAB,28,1119.99
ACTONEL 5MG 28TAB,28,158.74
ACTONEL 75MG 2TAB,2,159.37
ACTONEL ONCE A WEEK 35MG 4TAB,4,142.25
ADAFERIN CREAM 0.1% 30GR,30,41.1
ADAFERINE GEL 30GR,30,41.1
ADIZEM CD 120MG 30CAP,30,48.98
ADIZEM CD 180MG 30CAP,30,47.17
ADIZEM CD 240MG 30CAP,30,67.29
AERIUS 5MG 15TAB,15,31.06
AERIUS SYRUP 0.5MG/ML 120ML,120,26.62
AEROVENT SOL 20ML,20,24.96
AFINITOR 10MG 30TABLETS,30,22371.93
AFINITOR 5MG 30TABLETS,30,16245.63
AGGRENOX 60 CAPS,60,81.72
AGISERC 16MG 30TAB,30,20.89
AGISPOR CREAM 15GR,15,26.93
AGISPOR GEL 15GR,15,9.86
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,121.93
AGISPOR SOL 15ML,15,18.36
AGISTEN 1 VAGINAL TAB  0.5GR,1,13.15
AGISTEN 3 VCR 20GR 2%,20,18.25
AGISTEN 6 VAGINAL TAB 0.1GR,6,16.75
AGRIPPAL S1,1,34.57
