Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,3722.003213
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,2221.219463
ABELCET 5MG/ML VIAL 20ML (100MG/20ML),1,545.803715
ABILIFY  MAINTENA 300 MG VIAL,1,1212.114843
ABILIFY 10MG 28TAB,28,211.4595
ABILIFY 15MG 28TAB,28,220.7905
ABILIFY 30MG 28TAB,28,313.89232
ABILIFY 5MG 28TAB,28,200.5255
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1,1219.808977
ABIRATERONE ACETATE 250MG 120TAB,120,14319.477
ABITREN 100MG 10 SR TAB,10,9.83112
ABITREN 100MG 20 SR TAB,20,16.5907
ABITREN 50MG 10SUPP,10,11.0148
ABITREN INJ 75MG/3CC,5,11.06138
ABRAXANE 5MG/ML VIAL 100MG/20ML,1,1212.477095
ABSTRAL 100MCG 30TAB SUBLINGUAL,30,780.466725
ABSTRAL 200MCG 30TAB SUBLINGUAL,30,854.096925
ABSTRAL 400MCG 30TAB SUBLINGUAL,30,891.28215
ABSTRAL 600MCG 30TAB SUBLINGUAL,30,900.61635
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30,888.8358
ACERIL 12.5MG 90TAB,90,14.529946
ACERIL 25MG 90TAB,90,30.97296
ACERIL 50MG 90TAB,90,40.79997
ACLASTA 5MG/100ML 1BOTTLE,1,921.4228975
ACNETRIM SOL 25ML,25,15.0426
ACROSE 100MG 30TAB,30,23.38179
ACROSE 50MG 30TAB,30,16.24272
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4,4290.5142
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1,1649.093113
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1,666.8415225
ACTILYSE 20 MG 1VIAL/20ML,1,826.7465675
ACTILYSE 50 MG 1VIAL/50ML,1,3543.75
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1002.94005
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1002.94005
ACTIQ 200MCG 30 COMPRESSED TAB,30,854.096925
ACTIQ 400MCG 30 COMPRESSED TAB,30,891.28215
ACTIQ 600MCG 30 COMPRESSED TAB,30,900.61635
ACTIQ 800MCG 30 COMPRESSED TAB,30,888.8358
ACTIVELLE 28TAB,28,45.663744
ACTOS 15MG 28TAB,28,65.825914
ACTOS 30MG 28TAB,28,124.873
ACTOS 45MG 28TAB,28,171.689
ACYCLO-V 200MG 30TAB,30,36.7434
ACYCLO-V 400MG 30TAB,30,31.32231
ACYCLOVENIR 250MG 5VIAL/10ML,5,171.203125
ADAFERIN CREAM 0.1% 30GR,30,31.53192
ADAFERINE GEL 30GR,30,31.80318
ADCETRIS 50MG/VIAL,1,14968.92803
ADCIRCA 20MG 56TAB,56,2344.5639
ADEMPAS 1.5MG 42TAB,42,5581.618875
ADEMPAS 1MG 42TAB,42,5581.618875
ADEMPAS 2.5MG 84TAB,84,11163.23775
ADEMPAS 2MG 42TAB,42,5581.618875
ADIZEM CD 120MG 30CAP,30,24.06405
ADIZEM CD 180MG 30CAP,30,37.02288
ADIZEM CD 240MG 30CAP,30,50.82426
ADVAGRAF 0.5MG 50  P.R. CAPS,50,189.65625
ADVAGRAF 1MG 50  P.R. CAPS,50,345.0975
ADVAGRAF 3MG 50  P.R. CAPS,50,1023.007875
ADVAGRAF 5MG 50  P.R. CAPS,50,1680.47325
ADVATE 1000 IU VIAL,1,2987.22465
ADVATE 250 IU VIAL,1,777.0725025
ADVATE 500 IU VIAL,1,1535.421498
AERIUS 5MG 15TAB,15,12.966639
AERIUS 5MG 30TAB,30,24.43395
AERIUS SYRUP 0.5MG/ML 120ML,120,13.03692
AEROVENT SOL 20ML,20,23.41878
AFINITOR 10MG 30TABLETS,30,15256.3095
AFINITOR 2.5MG 30TABLETS,30,5892.577875
AFINITOR 5MG 30TABLETS,30,10788.47438
AGGRASTAT 0.05MG/ML BAG 250ML,250,643.195
AGIOLAX GRANULES 200GR,200,56.6783
AGISERC 16MG 30TAB,30,13.33695
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,103.87973
AGISTEN 3 VCR 20GR 2%,20,21.90082
AKNE-MYCIN PLUS SOL 25ML,25,49.0734
AKNE-MYCIN SOL 25ML,25,15.0426
AKYNZEO 1 PACKS,1,300.08278
ALBUNORM 5% VIAL 100ML,100,72.1189
ALBUNORM 5% VIAL 250ML,250,167.5625
ALCON AZOPT 1% 5ML,5,39.910155
ALDACTONE 25MG 20T,20,9.7955
ALDARA 5% CREAM 12SACH,12,218.9715
ALDURAZYME 500U/5ML 1VIAL(5ML),1,2964.4488
ALECENSA 150MG 240 CAPS,240,31036.5
ALENDRONATE TEVA 10MG 30TAB,30,61.64673
ALENDRONATE TEVA 70MG 4TAB,4,36.330756
ALEXAN 1000MG/20ML VIAL,1,97.865697
ALFU-KAL XL 10MG 30TAB,30,62.812845
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30,62.812845
ALIMTA 100MG/VIAL VIAL 10ML,1,876.8248325
ALIMTA 500MG/VIAL VIAL 50ML,1,4116.209963
ALKERAN  2MG 25 TABS,25,200.209375
ALKERAN INJ 50MG/10ML,1,131.004375
ALLORIL 100MG 50TAB,50,11.645
ALLORIL 300MG 20TAB,20,9.864
ALLORIL 300MG 30TAB,30,14.796
ALPHA D3 0.25MCG 30CAP,30,20.28285
ALPHA D3 1MCG 30CAP,30,48.92544
ALPRALID 0.25MG 30TAB,30,9.0831
ALPRALID 0.50MG 30TAB,30,13.29585
ALPRALID 1MG 30TAB,30,19.39509
AMARYL 1MG 30TAB,30,10.87917
AMARYL 2MG 30TAB,30,13.46436
AMARYL 3MG 30TAB,30,21.24048
AMARYL 4MG 30TAB,30,22.58856
AMBISOME 50MG/VIAL 10VIALS,10,6247.326375
AMELUZ 78MG/G GEL 2G,2,986.90506
AMIODACORE 200MG 30TAB,30,22.90503
AMIODACORE INJECTION 150MG/3ML 6 AMP,6,22.5913
AMLODIPINE TEVA 10 MG 	30 TABLETS,30,15.95502
AMLODIPINE TEVA 10MG 20TAB,20,13.015
AMLODIPINE TEVA 5 MG 30 TABLETS,30,12.31356
AMLODIPINE TEVA 5MG 20TAB,20,8.20904
AMLOW 10 MG 30 TAB,30,15.95502
AMLOW 10MG 20TAB,20,13.015
AMLOW 5 MG 30 TAB,30,12.31356
AMLOW 5MG 20TAB,20,8.20904
AMOXICLAV TEVA 875MG 14TAB,14,32.058
ANAFRANIL 25MG 30TAB,30,13.07391
ANAFRANIL SR 75MG 20TAB,20,22.05426
ANAGRID 0.5MG 60CAPS,60,1123.62195
ANASTROZOLE 1MG 30TAB,30,146.23125
ANASTROZOLE INOVAMED 1MG 30TAB,30,146.23125
ANDROCUR 10MG 15TAB,15,24.530535
ANDROCUR 50MG 50TAB,50,131.275
ANDROGEL 50MG 30SACHX5G,30,208.60125
ANDROXON 40MG 30CAP,30,43.70985
ANGELIQ 1X28TAB,28,77.911008
ANGIOMAX 250MG/1VIAL,1,1050.730943
ANORO ELLIPTA 55/22 MCG 30 DOSES,30,226.4325
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15,166.85625
APIDRA VIAL 1X10ML,10,91.800285
APO GO PEN 10MG/ML 5X3ML,5,518.011675
APO-GO 10MG/ML 5AMPX2ML,5,226.15
AQUIMOD CREAM 5 % 12SACHET (0.25G),12,218.9715
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,3249.13545
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,780.3737825
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,4736.8764
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,1267.431258
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,685.31452
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,2376.823388
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1036.29736
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,1357.43191
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,317.015705
ARANESP 500MCG PREFILLED PEN 1X1ML,1,3933.8532
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4,1718.88306
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4,1972.91925
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1,473.495155
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4,2626.92135
ARAVA 10MG 30TAB,30,140.53125
ARAVA 20MG 30TAB,30,148.9625
ARCOXIA 120MG 7TAB,7,36.5379
ARCOXIA 30MG 28TAB,28,74.12295
ARCOXIA 60 MG  14 TABLETS,14,47.2787
ARCOXIA 60MG 10TAB,10,33.7705
ARCOXIA 90 MG 14TAB,14,51.2106
ARCOXIA 90MG 10TAB,10,36.579
AREDIA VIAL 90MG PWDR 10ML SOLV,1,468.5153875
ARICEPT 10MG 28TAB,28,111.53009
ARICEPT 5MG 28TAB,28,98.454538
ARIMIDEX 1MG 28TAB,28,136.4825
ARIPLY 10MG 28TAB,28,211.4595
ARIPLY 15MG 28TAB,28,220.7905
ARIPLY 30MG 28TAB,28,313.89232
ARIPLY 5MG 28TAB,28,200.5255
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10,250.875425
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10,701.154225
ARMONIA 0.5MG 30 CAPS,30,109.279905
AROMASIN 25MG 30TAB,30,245.6925
ARTHROTEC 50 20TAB,20,24.76686
ARTHROTEC 75 20TAB,20,31.37848
ARZERRA 1000MG/50ML 1X50ML VIAL,1,10037.01105
ARZERRA 100MG/5ML 3X5ML VIALS,3,3035.509425
ASACOL 400MG 100TAB,100,154.1375
ASACOL 800MG 60TAB,60,169.26
ASENTA 10MG 28TAB,28,111.53009
ASENTA 5MG 28TAB,28,98.454538
ASSIVAL 10MG 30TAB,30,13.55889
ASSIVAL 10MG/2ML 5AMP,5,13.664106
ASSIVAL 2MG 30TAB,30,8.0008
ASSIVAL 5MG 30TAB,30,12.741
ATACAND 16MG 28TAB,28,27.354516
ATACAND 8MG 28TAB,28,19.598124
ATACAND PLUS 28TAB,28,28.831376
ATORVASTATIN TEVA 80MG 30TAB,30,53.72199
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG),1,112.14341
ATOSIBAN 7.5MG/ML 5ML (37.5MG),5,356.26
ATOZET10 MG/10 MG 30 TAB,30,202.37625
ATOZET10 MG/20 MG 30 TAB,30,212.8425
ATOZET10 MG/40 MG 30TAB,30,214.70625
ATOZET10 MG/80 MG 30 TAB,30,234.55125
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6,8328.61035
ATRIPLA 30TAB,30,3098.32425
ATROSPAN DRPS 1%10CC,10,31.70454
ATROVENT INHALER 20MCG 200DOSES,200,27.0986
ATZIRUT X  5MG 30TAB,30,24.3723
AUBAGIO 14MG 28TAB,28,4388.98005
AUGMENTIN 1.2G 10VIALS,10,123.267905
AUGMENTIN 250MG 100ML,100,17.1113
AUGMENTIN 250MG 20TAB,20,22.3036
AUGMENTIN 400MG SUSP 35ML,35,12.193685
AUGMENTIN 400MG SUSP 70ML,70,20.34039
AUGMENTIN 500MG 10VIALS,10,71.342835
AUGMENTIN 500MG 20TAB,20,27.0575
AUGMENTIN B.I.D 875MG 14TAB,14,32.058
AVAMYS 27.5MCG/DOSE 120DOSES,120,44.53596
AVASTIN 100MG 25MG/ML VIAL 4ML,1,1411.279105
AVASTIN 400MG 25MG/ML VIAL 16ML,1,5451.386963
AVODART 0.5MG 30CAPS,30,109.279905
AVONEX 4X30MCG/ML VIAL,4,3153.9654
AVONEX SOLUTION FOR INJECTION 30MCG/0.5ML 4PEN,4,3276.68085
AZARGA 5ML,5,62.84647
AZENIL 200MG 15ML,15,19.58826
AZENIL 200MG 22.5ML,22.5,29.38239
AZENIL 250MG 6CAPSULES,6,23.711412
AZILECT 1MG 30TAB,30,240.32745
AZITHROMYCIN TEVA 200MG/5ML 15ML,15,19.58826
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.5,29.38239
BACLOFEN SINTETICA 2 MG/ ML,1,200.954875
BACLOSAL 10MG 50TAB,50,20.54315
BACLOSAL 25MG 50TAB,50,34.95555
BACTROBAN 15GR OINT,15,24.2627
BACTROBAN NASAL 3GR,3,32.902194
BARACLUDE 0.5 MG 30 F.C. TABS,30,1855.803225
BARACLUDE 1 MG 30 F.C. TABS,30,1988.202225
BASAGLAR 100 U/ML 5X3ML KWIK PEN,15,217.599375
