Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,3929.618677
ABITREN 100MG 10 SR TAB,10,17.35855857
ABITREN 100MG 20 SR TAB,20,34.71711714
ABITREN 25MG 20TAB,20,6.488153133
ABITREN 50MG 10SUPP,10,14.8095017
ABITREN INJ 75MG/3CC,5,16.87081238
ACCOLATE 20MG 56TAB,56,201.765722
ACERIL 12.5MG 90TAB,90,55.4567407
ACERIL 25MG 90TAB,90,71.74007735
ACERIL 50MG 90TAB,90,114.5489331
ACLASTA 5MG/100ML 1BOTTLE,1,2584.089116
ACNETRIM SOL 25ML,25,17.52405454
ACOMPLIA 20MG 28TAB,28,446.1603256
ACTIVELLE 28TAB,28,53.21619853
ACTONEL 30MG 28TAB,28,1334.23397
ACTONEL 5MG 28TAB,28,185.0442043
ACTONEL ONCE A WEEK 35MG 4TAB,4,196.2744417
ADAFERIN CREAM 0.1% 30GR,30,54.18568558
ADAFERINE GEL 30GR,30,53.14084115
ADEXONE SOL 50ML,50,
ADIZEM CD 120MG 30CAP,30,51.35203842
ADIZEM CD 180MG 30CAP,30,58.26883182
ADIZEM CD 240MG 30CAP,30,84.12887506
AERIUS 5MG 15TAB,15,40.87025122
AERIUS SYRUP 0.5MG/ML 120ML,120,53.81861523
AEROVENT SOL 20ML,20,37.75692863
AFFECTINE 20MG 28CAP,28,68.99509029
AFFECTINE 20MG 56CAP,56,121.1383174
AFLUMYCIN CREAM 20GR,20,
AGENERASE 150MG 240CAP,240,1603.973334
AGENERASE ORAL SOL 240ML,240,237.6521699
AGISERC 16MG 30TAB,30,31.8780998
AGISPOR CREAM 15GR,15,25.55043702
AGISPOR GEL 15GR,15,15.41163533
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,130.4222925
AGISPOR SHAMPO 100ML,100,
AGISPOR SOL 15ML,15,19.73740471
AGISTEN 1 VAGINAL TAB  0.5GR,1,24.01928561
AGISTEN 3 VCR 20GX2%,20,26.09186277
AGISTEN 6 VAGINAL TAB 0.1GR,6,23.02205531
AGRIPPAL S1,1,45.98965592
AGRYLIN 0.5MG 100CAP,100,2898.066477
AHISTON 2MG 20TAB,20,20.70781852
AHISTON COMP DRP15ML,15,
AKNE-MYCIN EMUL. 25G,25,
AKNE-MYCIN PLUS SOL 25ML,25,72.16244934
AKNE-MYCIN SOL 25ML,25,17.7343432
ALCINAL PLUS 20CAP,20,
ALCON AZOPT 1% 5ML,5,72.00827677
ALDACTONE 100MG 10T,10,19.64173943
ALDACTONE 25MG 20T,20,18.24123934
ALDARA 5% CREAM 12SACH,12,432.9413737
ALDOSPIRONE 100MG 20TAB,20,38.81766686
ALDOSPIRONE 25MG 20TAB,20,18.02494006
ALENDRONATE TEVA 10MG 30TAB,30,164.1951283
ALENDRONATE TEVA 70MG 4TAB,4,140.2515612
ALGOLYSIN FORTE 20T,20,
ALKERAN  2MG 25 TABS,25,93.43314994
ALKERAN INJ 50MG/10ML,1,305.8419259
ALLEGRO NASAL SPRAY 15ML (120DOSES),120,76.52596533
ALLORIL 100MG 50TAB,50,19.51083259
ALLORIL 300MG 20TAB,20,17.37252234
ALOMIDE 10ML,10,54.9013825
ALPHA D3 0.25MCG 50CAP,50,59.71839365
ALPHA D3 1MCG 50CAP,50,151.9591653
ALPHAGAN P 0.15% 5ML,5,
ALPRALID 0.25MG 30TAB,30,12.91740961
ALPRALID 0.50MG 30TAB,30,22.13198115
ALPRALID 1MG 30TAB,30,39.71819656
ALPROX 0.25MG 30TAB,30,12.91740961
ALPROX 0.50MG 30TAB,30,22.13198115
ALPROX 1MG 30TAB,30,39.71819656
ALU-CAP 120CAP,120,
AMARYL 1MG 30TAB,30,25.47191278
AMARYL 2MG 30TAB,30,43.00213926
AMARYL 3MG 30TAB,30,62.21632568
AMIODACORE 200MG 30TAB,30,50.6483009
AMLODIPINE TEVA 10MG 20TAB,20,50.60838727
AMLODIPINE TEVA 10MG 30TAB,30,74.52731483
AMLODIPINE TEVA 5MG 20TAB,20,32.02476279
AMLODIPINE TEVA 5MG 30TAB,30,48.03714418
AMLOW 10MG 20TAB,20,50.60838727
AMLOW 5MG 20TAB,20,32.02476279
AMOXI 500MG 20CAP,20,32.5468593
AMOXICLAV-TEVA 250 SUSP 100ML,100,53.90242702
AMOXICLAV-TEVA 250MG 20TAB,20,37.55679858
AMOXICLAV-TEVA 500 20TAB,20,87.07960514
ANAFRANIL 25MG 30TAB,30,17.58602086
ANAFRANIL SR 75MG 20TAB,20,44.92468141
ANDROCUR 10MG 15TAB,15,39.10260341
ANDROCUR 50MG 50TAB,50,217.9217555
ANDROGEL 25MG 30SACHX2.5G,30,278.5463421
ANDROGEL 50MG 30SACHX5G,30,291.6880385
ANDROXON 40MG 30CAP,30,74.29931127
ANGELIQ 1X28TAB,28,99.32416826
A-PARKIN 100MG 100TAB,100,66.42831781
APIDRA 100 IU/ML CART 5X3ML,15,227.6193179
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15,229.0212755
APO GO PEN 10MG/ML 5X3ML,5,937.2125489
APO-GO 10MG/ML 5AMPX2ML,5,339.4407158
APO-GO 10MG/ML 5AMPX5ML,5,530.6438452
APOVENT SOL 20ML,20,38.21001177
AQUADON 100MG 20TAB,20,
ARAGEST 2.5MG 30TAB,30,19.26047705
ARAGEST 5MG 30TAB,30,24.5718677
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,5711.996315
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,1427.729153
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4,571.2157391
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,8437.223093
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,2133.435118
ARANESP 15MCG 4 PREFILLED SYR 0.375ML,4,852.3805116
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,1134.291847
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1,286.9534692
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,4276.937202
ARANESP 300MCG PREFILLED SYR 1X0.6ML,1,4201.039974
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1713.698327
ARANESP 30MCG PREFILLED PEN 1X0.3ML,1,430.6165402
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,2281.50023
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,566.3895944
ARANESP 500MCG PREFILLED PEN 1X1ML,1,7124.638588
ARANESP 500MCG PREFILLED SYR 1X1ML,1,6830.750538
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4,2855.527672
ARANESP 50MCG PREFILLED PEN 1X0.5ML,1,717.482165
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4,3425.171264
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1,840.012023
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4,4572.330497
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1,1143.395041
ARAVA 100MG 3TAB,3,253.2349179
ARAVA 10MG 30TAB,30,398.1253148
ARAVA 20MG 30TAB,30,440.0222599
ARCOXIA 120MG 7TAB,7,59.63147382
ARCOXIA 60MG 10TAB,10,82.40796483
ARCOXIA 90MG 10TAB,10,82.40796483
AREDIA VIAL 90MG PWDR 10ML SOLV,1,1414.573384
AREDIA VIALS 2X30MG + 5ML SOLV,2,964.7227322
ARICEPT 10MG 28TAB,28,554.034875
ARICEPT 5MG 28TAB,28,480.5347002
ARIMIDEX 1MG 28TAB,28,667.2984739
AROMASIN 25MG 30TAB,30,816.2441517
ART 50 50MG 30CAPS,30,84.33360188
ARTHROTEC 50 20TAB,20,45.68977251
ARTHROTEC 75 20TAB,20,57.46934359
ASACOL 400MG 100TAB,100,199.0862308
ASACOL 800MG 60TAB,60,242.3438358
ASENTA 10MG 28TAB,28,547.4652915
ASENTA 5MG 28TAB,28,474.8366603
ASSIVAL 10MG 30TAB,30,10.91907496
ASSIVAL 10MG/2ML 5AMP,5,19.86983957
ASSIVAL 2MG 30TAB,30,4.636662067
ASSIVAL 5MG 30TAB,30,7.276393747
ATACAND 16MG 30TAB,30,140.7749275
ATACAND 8MG 30TAB,30,117.5571609
ATACAND PLUS 30TAB,30,141.7325648
ATRIANCE 5 G/ML INJ 6X50ML VIALS,6,
ATROSPAN DRPS 1%10CC,10,20.30589706
ATROVENT INHALER 20MCG 200DOSES,200,53.31486172
AUGMENTIN 1.2G 10VIALS,10,245.5094042
AUGMENTIN 125MG100ML,100,31.83833661
AUGMENTIN 250MG 20T,20,37.55679858
AUGMENTIN 250MG100ML,100,53.90242702
AUGMENTIN 400MG SUSP 35ML,35,27.02373034
AUGMENTIN 400MG SUSP 70ML,70,53.06119315
AUGMENTIN 500MG 10VIALS,10,118.2829608
AUGMENTIN 500MG 20TAB,20,87.07960514
"AUGMENTIN B.I.D ""875""MG 14TAB",14,100.0167408
AURICULARUM POWDER,30,
AVANDIA 4MG 28TAB,28,188.3989979
AVANDIA 8MG 28TAB,28,287.0913307
AVASTIN 100MG 25MG/ML VIAL 4ML,1,2249.378014
AVASTIN 400MG 25MG/ML VIAL 16ML,1,8375.34362
AVAXIM INJ SOL 1X0.5ML,1,180.7171196
AVAZINC 220MG 50TAB,50,
AVLOCLOR 250MG 20TAB,20,10.81576132
AVODART 0.5MG 30CAPS,30,209.0489162
AZENIL 200MG 15ML,15,42.17040049
AZENIL 200MG 22.5ML,22.5,62.10130145
AZENIL 250MG 6CAP,6,89.56121742
AZILECT 1MG 30TAB,30,668.8901572
AZITHROMYCIN TEVA 200MG/5ML 15ML,15,41.67035621
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.5,61.36492238
AZOPI 50MG 100TAB,100,157.1876142
BACLOSAL 10MG 50TAB,50,37.51829317
BACLOSAL 25MG 50TAB,50,64.10970819
BACTODERM OINT 15GR,15,39.78487723
BACTROBAN 15GR OINT,15,40.26229576
BACTROBAN CREAM 2% 15GR,15,45.66616504
BACTROBAN NASAL 3GR,3,67.47054558
BAMYXIN EYE OINT 3.5GR,3.5,
BEDODEKA 100AMP,100,251.5412665
BELARA 1X21TAB,21,44.61286043
BELARA 3X21TAB,63,122.1154939
BENAZEPRIL-TEVA 10MG 30TAB,30,81.13989416
BENAZEPRIL-TEVA 20MG 30TAB,30,99.25512353
BENAZEPRIL-TEVA 5MG 30TAB,30,43.95366654
BENZACLIN TOPICAL GEL 25G,25,95.51541787
BENZAMYCIN GEL 23.3G,23.3,90.09612188
BENZAMYCIN GEL 46.6G,46.6,167.4649106
BETACAP 0.1% 100ML,100,42.25947167
BETACORTEN CREAM 15G,15,8.374076728
BETACORTEN DILUTED CREAM 15G,15,
BETACORTEN DILUTED CREAM 40G,40,
BETACORTEN G CR 15GR,15,
BETACORTEN G OINT15G,15,
BETACORTEN OINT 15GR,15,8.076826067
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30,12.52751137
BETAREN 100MG 10 S.R.TAB,10,17.35855857
BETAREN 100MG 20 S.R.TAB,20,34.71711714
BETAREN 25MG 30TAB,30,9.732229699
BETAREN 50MG 30TAB,30,19.46074444
BETISTINE 16MG 30TAB,30,27.92096022
BETNESOL 0.50MG 30TAB,30,19.94438085
BETNOVATE C CREAM 15G,15,
BETNOVATE C OINT 15G,15,
BETNOVATE CREAM 15G,15,8.474565649
BETNOVATE N CREAM 15G,15,7.631879638
BETNOVATE N OINT 15G,15,7.631879638
BETNOVATE OINT 15G,15,8.173747979
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30,12.6778415
BETOPTIC S 5ML 0.25%,5,31.21567717
BEZAFIBRATE 400MG 30 SR TAB,30,54.83211145
BICIDE CREAM 50ML,50,
BIFONAZOLE CREAM 1% 15GR,15,25.55043702
BIFONAZOLE TEVA CREAM 15GR,15,25.55043702
BIODROXIL 125MG/5ML SUSP 60 ML,60,13.52526822
BIODROXIL 250MG/5ML SUSP 60 ML,60,24.36626151
BIODROXIL 500 MG 12 CAPSULES,12,32.58029186
BIO-HEP-B 10MCG/ML VIAL,1,121.5004886
BIO-HEP-B 2.5MCG/0.5ML VIAL,1,
BIO-TROPIN 12 IU,1,694.6739977
BIO-TROPIN 4 IU,1,
BISOLOL 10MG 30TAB,30,43.06796121
BISOLOL 5MG 30TAB,30,41.76688938
BLASTOVIN 1VIAL 10MG/10ML,1,90.97997073
BLEPHAMIDE LIQUIFILM 5CC,5,
BONDORMIN 0.25MG 10TAB,10,13.70299506
BONEFOS 400MG 30CAPSULES,30,313.7906629
BONEFOS 800MG 30TAB,30,662.9218826
BONSERIN 30MG 20TAB,20,33.05061296
BRAVELLE 75IU 10AMP,10,1329.548766
BREXIN 20MG 20TAB,20,60.9429203
BRICALIN ELIXIR 115ML,115,13.87785737
BRICALIN RESP 15ML,15,
BRICALIN TURBUHALER,200,75.79336781
BRONCHOLATE FRTE NEW FORM. SYR 120ML,120,
BROTIZOLAM-TEVA 0.25MG 10TAB,10,13.70299506
BUDESON 3MG 100CAP,100,592.6097697
BUDICORT INH200MCG 100DOSES,100,80.78325682
BUDICORT INH50MCG/D,200,48.55403208
BUDICORT RESP1MG/2ML 10UNITS,10,117.616145
BUDICORT TURBH100MCG,200,113.5768586
BUDICORT TURBH200MCG 100DOSES,100,103.8806871
BYETTA 10MCG 2.4ML,1,634.2469036
BYETTA 5MCG 1.2ML,1,634.2469036
CABASER 1MG 20TAB,20,510.2257786
CABASER 2MG 20TAB,20,635.0041257
CABOTRIM 0.5MG 2TAB,2,67.2610555
CABOTRIM 0.5MG 8TAB,8,235.0386326
CADEX 1MG 30TAB,30,48.27345514
CADEX 2MG 30CAPL,30,59.82621726
CADEX 4MG 30CAPL,30,79.54366547
CAFERGOT 20TAB,20,22.74961848
CALCILESS 200TAB,200,
CALCIUM 10% 5AMP,5,16.90409628
CAPTOPRIL 12.5MG 90TAB,90,55.4567407
CAPTOPRIL 25MG 90TAB,90,71.74007735
CAPTOPRIL 50MG 90TAB,90,114.5489331
CARDILOC 10MG 30TAB,30,38.69688954
CARDILOC 5MG 30TAB,30,41.76688938
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1,822.1050556
CARDORAL 1MG 30TAB,30,48.8527366
CARDORAL 2MG 30TAB,30,60.54413187
CARDORAL 4MG 30TAB,30,91.20818478
CARDOXIN FRTE 75MG 100TAB,100,35.88790456
CARVEDEXXON 12.5MG 30TAB,30,48.37817938
CARVEDEXXON 6.25MG 30TAB,30,38.87973013
CASODEX 150MG 28TAB,28,1990.709445
CASODEX 50MG 28TAB,28,769.7584498
CATAFLAM 50MG 10TAB,10,20.64879132
CAVERJECT 10MCG V+DS,1,80.69969349
CAVERJECT 20MCG V+DS,1,100.3126277
CEFALOR 250MG 10CAP,10,30.12393482
CEFALOR 500MG 10CAP,10,47.83993519
CEFAMEZIN 1000MG 1V.,1,20.64084429
CEFORAL 250MG 10CAPS,10,9.50984233
CEFORAL 500MG 10CAPS,10,22.41315156
CEFORAL FRTE SUSP 250,60,16.49780934
CEFORAL SUSP 125MG,60,9.568682207
CEFOVIT 125 SUSP 60ML,60,9.568682207
CEFOVIT 250 SUSP 60ML,60,16.49780934
CEFOVIT 250MG 10CAPS,10,9.50984233
CEFOVIT FORTE 10CAPS,10,22.41315156
CEFURAX 250MG 10TAB,10,53.80273858
CEFURAX 500MG 10TAB,10,79.90319336
CELCOX 100MG 20CAPS,20,63.04145631
CELCOX 200MG 10CAPS,10,62.2863099
CELEBRA 100MG 20CAPS,20,63.79795379
CELEBRA 200MG 10CAPS,10,63.03374561
CELECOXIB TEVA 100MG 20TAB,20,
CELECOXIB TEVA 200MG 10TAB,10,
CELESTONE CHRONODOSE,1,28.23236172
CELLCEPT 250MG 100CAPS,100,788.7874479
CELLCEPT 500MG 50TAB,50,788.1343831
CEMIDIN 200MG 50TAB,50,60.02591446
CEMIDIN 400MG 20TAB,20,46.26870169
CEMIDIN 800MG 20TAB,20,93.19157148
CERAZETTE 0.075MG 1X28TAB,28,35.3446768
CERAZETTE 0.075MG 3X28TAB,84,104.0991028
CEROXIM 250MG 10TAB,10,53.80273858
CEROXIM 500MG 10TAB,10,79.90319336
CERTICAN 0.25MG 60 TAB,60,786.5729881
CERTICAN 0.50MG 60 TAB,60,1573.378237
CERTICAN 0.75MG 60 TAB,60,2353.052469
CERUBIDINE 20MG 10xAMP+4ML WATER,10,746.9285258
CETROTIDE 0.25MG 7AMP,7,1494.338052
CETROTIDE 3MG 1AMP,1,1452.975226
CHAMPIX 1MG 28TAB,28,246.4939297
CHAMPIX 1MG 56TAB,56,492.9878594
CHAMPIX START PACK 11x0.5MG 14X1MG,25,230.8431266
CIALIS 10MG 4TAB,4,241.2170476
CIALIS 20MG 4TAB,4,228.3478545
CIALIS 20MG 8TAB,8,456.695709
CIBACEN 10MG 28TAB,28,76.63933469
CIBACEN 20MG 28TAB,28,93.74977268
CIBACEN 5MG 28TAB,28,41.51570317
CICLODERM  CREAM 15GR,15,15.83264845
CICLODERM C 15GR,15,
CICLODERM C 30GR,30,
CICLODERM SHAMPOO 100ML,100,
CICLODERM SPRAY 30ML,30,
CIDALIN 50MG 20TAB,20,
CIDALIN SYRUP 90ML,90,
CILARIL 1MG 28TAB,28,36.38396124
CILARIL 2.5MG 28TAB,28,66.28328086
CILARIL 5MG 28TAB,28,98.80366751
CILARIL PLUS 28TAB,28,94.24802433
CILAZAPRIL 2.5 MG 30 TABLETS,30,71.01780092
CILAZAPRIL 5MG 30TABLETS,30,105.8610723
CILOXAN 0.3% EYE DROPS 5ML,5,33.81793809
CIPRALEX 10MG 28TAB,28,142.3592188
CIPRAMIL 20MG 28TAB,28,75.27061748
CIPRODEX 250MG 10TAB,10,41.66633024
CIPRODEX 500MG 10TAB,10,76.06752881
CIPRODEX 750MG 10TAB,10,111.4528823
CIPROFLOXACIN-TEVA 250MG 10TAB,10,41.66633024
CIPROFLOXACIN-TEVA 500MG 10TAB,10,76.06752881
CIPROGIS 125MG 6TAB,6,
CIPROGIS 250MG 10TAB,10,41.66633024
CIPROGIS 500MG 10TAB,10,76.06752881
CIPROGIS 750MG 10TAB,10,111.4528823
CIPROXIN 250MG/5ML SUSP 100ML,100,199.0684747
