Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,4542.55
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,2743.84
ABILIFY 10MG 28TAB,28,549.27
ABILIFY 15MG 28TAB,28,536.15
ABILIFY 30MG 28TAB,28,846.69
ABILIFY 5MG 28TAB,28,508.11
ABITREN 100MG 10 SR TAB,10,10.65
ABITREN 100MG 20 SR TAB,20,21.31
ABITREN 50MG 10SUPP,10,11.11
ABITREN INJ 75MG/3CC,5,11.29
ABSTRAL 100MCG 30TAB SUBLINGUAL,30,1038.15
ABSTRAL 200MCG 30TAB SUBLINGUAL,30,1060.32
ABSTRAL 400MCG 30TAB SUBLINGUAL,30,1067.25
ABSTRAL 600MCG 30TAB SUBLINGUAL,30,1067.25
ACERIL 12.5MG 90TAB,90,30.97
ACERIL 25MG 90TAB,90,37.22
ACERIL 50MG 90TAB,90,67.68
ACLASTA 5MG/100ML 1BOTTLE,1,1841.68
ACNETRIM SOL 25ML,25,19.48
ACROSE 100MG 30TAB,30,28.49
ACROSE 50MG 30TAB,30,21.01
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1,1957.13
ACTEMRA 20MG/ML 1X20ML(400MG) CONC. FOR SOLUTION FOR INF.,1,3859.31
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1,791.27
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1171.96
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1171.96
ACTIQ 200MCG 30 COMPRESSED TAB,30,1060.32
ACTIQ 400MCG 30 COMPRESSED TAB,30,1067.25
ACTIQ 600MCG 30 COMPRESSED TAB,30,1067.25
ACTIQ 800MCG 30 COMPRESSED TAB,30,1072.01
ACTIVELLE 28TAB,28,52.69
ACTONEL 30MG 28TAB,28,700.79
ACTONEL 5MG 28TAB,28,87.93
ACTONEL 75MG 2TAB,2,95.69
ACTONEL ONCE A WEEK 35MG 4TAB,4,65.98
ACTOS 15MG 28TAB,28,96.07
ACTOS 30MG 28TAB,28,157.52
ACTOS 45MG 28TAB,28,223.6
ACYCLOVENIR 250MG 5VIAL/10ML,5,221.19
ADAFERIN CREAM 0.1% 30GR,30,36.3
ADAFERINE GEL 30GR,30,36.3
ADIZEM CD 120MG 30CAP,30,34.67
ADIZEM CD 180MG 30CAP,30,44.47
ADIZEM CD 240MG 30CAP,30,60
AERIUS 5MG 15TAB,15,15.27
AERIUS 5MG 30TAB,30,30.55
AERIUS SYRUP 0.5MG/ML 120ML,120,15.95
AEROVENT SOL 20ML,20,32.58
AFINITOR 10MG 30TABLETS,30,19028.98
AFINITOR 2.5MG 30TABLETS,30,7439.39
AFINITOR 5MG 30TABLETS,30,13806.66
AGGRASTAT 0.05MG/ML BAG 250ML,250,1040.7
AGGRENOX 60 CAPS,60,70.38
AGIOLAX GRANULES 200GR,200,62
AGISERC 16MG 30TAB,30,16.58
AGISPOR CREAM 15GR,15,26
AGISPOR GEL 15GR,15,11.16
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,121.39
AGISPOR SOL 15ML,15,17.57
AGISTEN 1 VAGINAL TAB  0.5GR,1,12.53
AGISTEN 3 VCR 20GR 2%,20,23.32
AGISTEN 6 VAGINAL TAB 0.1GR,6,11.61
AGRIPPAL S1,1,33.69
AGRYLIN 0.5MG 100CAP,100,2264.64
AHISTON 2MG 20TAB,20,18.52
AKNE-MYCIN PLUS SOL 25ML,25,54.2
AKNE-MYCIN SOL 25ML,25,19.48
ALCON AZOPT 1% 5ML,5,57.84
ALDACTONE 25MG 20T,20,10.25
ALDARA 5% CREAM 12SACH,12,328.85
ALDOSPIRONE 100MG 20TAB,20,20.09
ALDOSPIRONE 25MG 20TAB,20,10.25
ALDURAZYME 500U/5ML 1VIAL(5ML),1,3800.32
ALENDRONATE TEVA 10MG 30TAB,30,79.69
ALENDRONATE TEVA 70MG 4TAB,4,51.15
ALFU-KAL XL 10MG 30TAB,30,73.45
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30,73.45
ALIMTA 100MG/VIAL VIAL 10ML,1,1333.45
ALIMTA 500MG/VIAL VIAL 50ML,1,6644.17
ALKERAN  2MG 25 TABS,25,125.52
ALKERAN INJ 50MG/10ML,1,153.08
ALLEGRO NASAL SPRAY 15ML (120DOSES),120,47.61
ALLORIL 100MG 50TAB,50,10.88
ALLORIL 300MG 20TAB,20,8.99
ALOMIDE 10ML,10,44.88
ALPHA D3 0.25MCG 30CAP,30,23.93
ALPHA D3 0.25MCG 50CAP,50,39.88
ALPHA D3 1MCG 30CAP,30,59.81
ALPHA D3 1MCG 50CAP,50,99.68
ALPRALID 0.25MG 30TAB,30,9.38
ALPRALID 0.50MG 30TAB,30,13.96
ALPRALID 1MG 30TAB,30,23.45
ALPROX 0.25MG 30TAB,30,9.38
ALPROX 0.50MG 30TAB,30,13.96
ALPROX 1MG 30TAB,30,23.45
AMARYL 1MG 30TAB,30,13.31
AMARYL 2MG 30TAB,30,18.28
AMARYL 3MG 30TAB,30,25.26
AMARYL 4MG 30TAB,30,31.63
AMIODACORE 200MG 30TAB,30,26.7
AMIODACORE INJECTION 150MG/3ML 6X3AMP,6,18.56
AMLODIPINE PHARMASWISS 10 MG 20TAB,20,14.44
AMLODIPINE PHARMASWISS 5 MG 20TAB,20,6.82
AMLODIPINE TEVA 10MG 20TAB,20,14.44
AMLODIPINE TEVA 5MG 20TAB,20,6.82
AMLOW 10MG 20TAB,20,14.44
AMLOW 5MG 20TAB,20,6.82
AMOXICLAV TEVA 875MG 14TAB,14,35.71
AMOXICLAV-TEVA 250 SUSP 100ML,100,22.06
AMOXICLAV-TEVA 250MG 20TAB,20,27.37
AMOXICLAV-TEVA 500 20TAB,20,34.16
ANAFRANIL 25MG 30TAB,30,13.21
ANAFRANIL SR 75MG 20TAB,20,29.33
ANASTROL 1MG 30TAB,30,233.4
ANASTROZOLE 1MG 30TAB,30,233.4
ANASTROZOLE INOVAMED 1MG 30TAB,30,233.4
ANDROCUR 10MG 15TAB,15,28.66
ANDROCUR 50MG 50TAB,50,157.96
ANDROGEL 25MG 30SACHX2.5G,30,135.86
ANDROGEL 50MG 30SACHX5G,30,230.8
ANDROXON 40MG 30CAP,30,45.62
ANGELIQ 1X28TAB,28,87.15
APIDRA 100 IU/ML CART 5X3ML,15,168.43
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15,183.7
APIDRA VIAL 1X10ML,10,107.54
APO GO PEN 10MG/ML 5X3ML,5,668.86
APO-GO 10MG/ML 5AMPX2ML,5,253.09
APO-GO 10MG/ML 5AMPX5ML,5,446.41
APOVENT SOL 20ML,20,32.58
AQUIMOD CREAM 5 % 12SACHET (0.25G),12,328.85
ARAGEST 2.5MG 30TAB,30,14.29
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,4096.95
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,1028.11
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4,418.58
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,5944.15
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,1521.77
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,685.97
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1,207.28
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,2982.27
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1250.47
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,1731.89
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,416.77
ARANESP 500MCG PREFILLED PEN 1X1ML,1,4928.39
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4,2164.87
ARANESP 50MCG PREFILLED PEN 1X0.5ML,1,525.43
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4,2486.98
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1,623
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4,3311.47
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1,826.12
ARAVA 100MG 3TAB,3,148.87
ARAVA 10MG 30TAB,30,219.69
ARAVA 20MG 30TAB,30,240
ARCOXIA 120MG 7TAB,7,47.03
ARCOXIA 30MG 28TAB,28,105.01
ARCOXIA 60MG 10TAB,10,44.16
ARCOXIA 90MG 10TAB,10,48.01
AREDIA VIAL 90MG PWDR 10ML SOLV,1,581.12
AREDIA VIALS 2X30MG + 2x10ML SOLV,2,473.91
ARICEPT 10MG 28TAB,28,159.76
ARICEPT 5MG 28TAB,28,134.48
ARIMIDEX 1MG 28TAB,28,217.84
ARIPLY 10MG 28TAB,28,549.27
ARIPLY 15MG 28TAB,28,536.15
ARIPLY 30MG 28TAB,28,846.69
ARIPLY 5MG 28TAB,28,508.11
ARIXTRA 10MG/0.8ML 10 PREFIL SYR,10,874.85
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10,400.91
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10,874.85
AROMASIN 25MG 30TAB,30,325.65
ART 50 50MG 30CAPS,30,39.11
ARTHROTEC 50 20TAB,20,28.92
ARTHROTEC 75 20TAB,20,36.97
ARTHRYL 1500MG 30 SACHETS,30,52.13
ARZERRA 1000MG/50ML 1X50ML VIAL,1,13410.93
ARZERRA 100MG/5ML 3X5ML VIALS,3,4023.28
ASACOL 400MG 100TAB,100,165.5
ASACOL 800MG 60TAB,60,225.22
ASENTA 10MG 28TAB,28,159.76
ASENTA 5MG 28TAB,28,134.48
ASSIVAL 10MG 30TAB,30,11.71
ASSIVAL 10MG/2ML 5AMP,5,14.58
ASSIVAL 2MG 30TAB,30,8
ASSIVAL 5MG 30TAB,30,8.43
ATACAND 16MG 28TAB,28,46.01
ATACAND 8MG 28TAB,28,39.97
ATACAND PLUS 28TAB,28,51.03
ATORVASTATIN TEVA 10MG 30TAB,30,31.82
ATORVASTATIN TEVA 20MG 30TAB,30,49.8
ATORVASTATIN TEVA 40MG 30TAB,30,83.51
ATORVASTATIN TEVA 80MG 30TAB,30,104.89
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG),1,144.27
ATOSIBAN 7.5MG/ML 5ML (37.5MG),5,2352.93
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6,10430.26
ATRIPLA 30TAB,30,4062.03
ATROSPAN DRPS 1%10CC,10,18.63
ATROVENT INHALER 20MCG 200DOSES,200,34.22
ATZIRUT X  5MG 30TAB,30,21.71
AUGMENTIN 1.2G 10VIALS,10,145.44
AUGMENTIN 125MG 100ML,100,14.03
AUGMENTIN 250MG 20TAB,20,27.37
AUGMENTIN 250MG100ML,100,22.06
AUGMENTIN 400MG SUSP 35ML,35,12.83
AUGMENTIN 400MG SUSP 70ML,70,25.65
AUGMENTIN 500MG 10VIALS,10,89.92
AUGMENTIN 500MG 20TAB,20,34.16
AUGMENTIN B.I.D 875MG 14TAB,14,35.71
AVAMYS 27.5MCG/DOSE 120DOSES,120,51.16
AVASTIN 100MG 25MG/ML VIAL 4ML,1,1782.07
AVASTIN 400MG 25MG/ML VIAL 16ML,1,6851.63
