Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,6336.011684
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,3770.502317
ABITREN 100MG 10 SR TAB,10,15.52480136
ABITREN 100MG 20 SR TAB,20,31.04960272
ABITREN 25MG 20TAB,20,5.4359185
ABITREN 50MG 10SUPP,10,13.0841533
ABITREN INJ 75MG/3CC,5,16.32653244
ACERIL 12.5MG 90TAB,90,41.91510102
ACERIL 25MG 90TAB,90,56.57292867
ACERIL 50MG 90TAB,90,100.2317627
ACLASTA 5MG/100ML 1BOTTLE,1,2293.74196
ACNETRIM SOL 25ML,25,16.35903329
ACOMPLIA 20MG 28TAB,28,410.9015844
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1496.484275
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1496.484275
ACTIQ 200MCG 30 COMPRESSED TAB,30,1496.484275
ACTIQ 400MCG 30 COMPRESSED TAB,30,1496.484275
ACTIQ 600MCG 30 COMPRESSED TAB,30,1496.484275
ACTIQ 800MCG 30 COMPRESSED TAB,30,1496.484275
ACTIVELLE 28TAB,28,51.26050583
ACTONEL 30MG 28TAB,28,1208.938694
ACTONEL 5MG 28TAB,28,171.1546774
ACTONEL 75MG 2TAB,2,
ACTONEL ONCE A WEEK 35MG 4TAB,4,172.1600126
ADAFERIN CREAM 0.1% 30GR,30,50.3268005
ADAFERINE GEL 30GR,30,49.9952455
ADIZEM CD 120MG 30CAP,30,47.8782989
ADIZEM CD 180MG 30CAP,30,51.70454165
ADIZEM CD 240MG 30CAP,30,76.40687621
AERIUS 5MG 15TAB,15,37.53222013
AERIUS SYRUP 0.5MG/ML 120ML,120,43.67485479
AEROVENT SOL 20ML,20,36.23832374
AFLUMYCIN CREAM 20GR,20,
AGGRENOX 60 CAPS,60,100.0812529
AGISERC 16MG 30TAB,30,22.35831608
AGISPOR CREAM 15GR,15,25.09387714
AGISPOR GEL 15GR,15,15.13884018
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,127.717924
AGISPOR SHAMPO 100ML,100,
AGISPOR SOL 15ML,15,19.40298272
AGISTEN 1 VAGINAL TAB  0.5GR,1,22.05766201
AGISTEN 3 VCR 20GX2%,20,23.57658003
AGISTEN 6 VAGINAL TAB 0.1GR,6,21.12899736
AGRIPPAL S1,1,43.32661311
AGRYLIN 0.5MG 100CAP,100,2748.51419
AHISTON 2MG 20TAB,20,20.34127675
AHISTON COMP DRP15ML,15,
AKNE-MYCIN EMUL. 25G,25,
AKNE-MYCIN PLUS SOL 25ML,25,55.99393134
AKNE-MYCIN SOL 25ML,25,16.55534169
ALCON AZOPT 1% 5ML,5,68.84156373
ALDACTONE 100MG 10T,10,15.51093103
ALDACTONE 25MG 20T,20,16.48204616
ALDARA 5% CREAM 12SACH,12,406.7761368
ALDOSPIRONE 100MG 20TAB,20,30.6540139
ALDOSPIRONE 25MG 20TAB,20,16.28660688
ALENDRONATE TEVA 10MG 30TAB,30,126.2044899
ALENDRONATE TEVA 70MG 4TAB,4,97.08094411
ALGOLYSIN FORTE 20T,20,
ALKERAN  2MG 25 TABS,25,63.24951822
ALKERAN INJ 50MG/10ML,1,280.9113954
ALLEGRO NASAL SPRAY 15ML (120DOSES),120,63.885348
ALLORIL 100MG 50TAB,50,11.64080232
ALLORIL 300MG 20TAB,20,10.51960731
ALOMIDE 10ML,10,53.33822032
ALPHA D3 0.25MCG 50CAP,50,61.87142798
ALPHA D3 1MCG 50CAP,50,159.8832432
ALPHAGAN P 0.15% 5ML,5,
ALPRALID 0.25MG 30TAB,30,10.62855864
ALPRALID 0.50MG 30TAB,30,18.87111432
ALPRALID 1MG 30TAB,30,35.94188095
ALPROX 0.25MG 30TAB,30,10.62855864
ALPROX 0.50MG 30TAB,30,18.87111432
ALPROX 1MG 30TAB,30,35.94188095
AMARYL 1MG 30TAB,30,19.73415328
AMARYL 2MG 30TAB,30,33.08049944
AMARYL 3MG 30TAB,30,48.70977323
AMIODACORE 200MG 30TAB,30,46.94826198
AMLODIPINE TEVA 10MG 20TAB,20,33.28835645
AMLODIPINE TEVA 5MG 20TAB,20,21.36089984
AMLOW 10MG 20TAB,20,33.28835645
AMLOW 5MG 20TAB,20,21.36089984
AMOXICLAV-TEVA 250 SUSP 100ML,100,51.67277067
AMOXICLAV-TEVA 250MG 20TAB,20,32.22836043
AMOXICLAV-TEVA 500 20TAB,20,78.16424336
ANAFRANIL 25MG 30TAB,30,16.63903024
ANAFRANIL SR 75MG 20TAB,20,40.51779913
ANDROCUR 10MG 15TAB,15,37.50850543
ANDROCUR 50MG 50TAB,50,204.1772848
ANDROGEL 25MG 30SACHX2.5G,30,273.6158996
ANDROGEL 50MG 30SACHX5G,30,233.865307
ANDROXON 40MG 30CAP,30,74.78078115
ANGELIQ 1X28TAB,28,97.33462113
APIDRA 100 IU/ML CART 5X3ML,15,223.3442416
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15,232.6277545
APIDRA VIAL 1X10ML,10,143.8949602
APO GO PEN 10MG/ML 5X3ML,5,885.0442094
APO-GO 10MG/ML 5AMPX2ML,5,279.7661134
APO-GO 10MG/ML 5AMPX5ML,5,486.7141478
APOVENT SOL 20ML,20,36.67318363
AQUADON 100MG 20TAB,20,
ARAGEST 2.5MG 30TAB,30,17.41677943
ARAGEST 5MG 30TAB,30,22.94997341
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,4940.547155
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,1235.646307
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4,495.8197487
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,7364.361568
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,1892.174984
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,987.5091144
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1,243.9055233
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,3696.074676
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1487.578489
ARANESP 30MCG PREFILLED PEN 1X0.3ML,1,
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,1979.492555
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,494.6200605
