Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,3237.205042
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,2046.928408
ABELCET 5MG/ML VIAL 20ML (100MG/20ML),1,478.8096683
ABILIFY  MAINTENA 300 MG VIAL,1,1300.401863
ABILIFY 10MG 28TAB,28,219.643
ABILIFY 15MG 28TAB,28,229.335125
ABILIFY 30MG 28TAB,28,326.03994
ABILIFY 5MG 28TAB,28,208.285875
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1,1207.891457
ABIRATERONE ACETATE 250MG 120TAB,120,14543.1154
ABITREN 100MG 10 SR TAB,10,9.83112
ABITREN 100MG 20 SR TAB,20,17.232819
ABITREN 50MG 10SUPP,10,11.0148
ABITREN INJ 75MG/3CC,5,11.06138
ABRAXANE 5MG/ML VIAL 100MG/20ML,1,1300.790495
ABSTRAL 100MCG 30TAB SUBLINGUAL,30,879.24545
ABSTRAL 200MCG 30TAB SUBLINGUAL,30,895.8060175
ABSTRAL 400MCG 30TAB SUBLINGUAL,30,874.910405
ABSTRAL 600MCG 30TAB SUBLINGUAL,30,889.98072
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30,869.5720275
ACERIL 12.5MG 90TAB,90,15.092194
ACERIL 25MG 90TAB,90,32.171573
ACERIL 50MG 90TAB,90,42.378895
ACLASTA 5MG/100ML 1BOTTLE,1,957.081915
ACNETRIM SOL 25ML,25,15.624713
ACROSE 100MG 30TAB,30,24.286675
ACROSE 50MG 30TAB,30,16.871276
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4,4135.562358
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1,1414.266449
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1,570.6750105
ACTILYSE 20 MG 1VIAL/20ML,1,1306.6
ACTILYSE 50 MG 1VIAL/50ML,1,3058
ACTIQ 1200MCG 30 COMPRESSED TAB,30,991.6944188
ACTIQ 1600MCG 30 COMPRESSED TAB,30,991.6944188
ACTIQ 200MCG 30 COMPRESSED TAB,30,806.0619262
ACTIQ 400MCG 30 COMPRESSED TAB,30,954.3095295
ACTIQ 600MCG 30 COMPRESSED TAB,30,958.4646017
ACTIQ 800MCG 30 COMPRESSED TAB,30,1029.539348
ACTIVELLE 28TAB,28,41.8741596
ACTONEL ONCE A MONTH 150 MG 1 F.C. TAB,1,
ACTOS 15MG 28TAB,28,70.623798
ACTOS 30MG 28TAB,28,121.2422274
ACTOS 45MG 28TAB,28,157.8613584
ACYCLO-V 200MG 30TAB,30,38.165323
ACYCLO-V 400MG 30TAB,30,32.534486
ACYCLOVENIR 250MG 5VIAL/10ML,5,177.828625
ADAFERIN CREAM 0.1% 30GR,30,31.75386137
ADAFERINE GEL 30GR,30,32.03004022
ADCETRIS 50MG/VIAL,1,13906.67128
ADCIRCA 20MG 56TAB,56,2381.18078
ADEMPAS 1.5MG 42TAB,42,5054.119686
ADEMPAS 1MG 42TAB,42,5054.119686
ADEMPAS 2.5MG 84TAB,84,10108.23937
ADEMPAS 2MG 42TAB,42,5054.119686
ADENO AVENIR  3MG/ML  VIAL 2ML,6,124.483275
"ADENOCOR 3 MG/ML 6 VIALS 2ML
 VIAL 2 ML",6,124.483275
ADENOHARDT 3MG/ML 6 VIAL 2ML,6,124.483275
ADIZEM CD 120MG 30CAP,30,22.123719
ADIZEM CD 180MG 30CAP,30,34.045596
ADIZEM CD 240MG 30CAP,30,48.79649423
ADRENALINE S.A.L.F 1 MG/ML 5 AMP,5,20.82413252
ADVAGRAF 0.5MG 50  P.R. CAPS,50,181.25
ADVAGRAF 1MG 50  P.R. CAPS,50,329.78725
ADVAGRAF 3MG 50  P.R. CAPS,50,977.6
ADVAGRAF 5MG 50  P.R. CAPS,50,1605.285
ADVATE 1000 IU VIAL,1,2646.547299
ADVATE 250 IU VIAL,1,724.947975
ADVATE 500 IU VIAL,1,1394.92213
AERIUS 5MG 30TAB,30,25.379524
