Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,3890.057505
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,2325.829805
ABELCET 5MG/ML VIAL 20ML (100MG/20ML),1,571.1194425
ABILIFY  MAINTENA 300 MG VIAL,1,1239.293297
ABILIFY 10MG 28TAB,28,228.6235
ABILIFY 15MG 28TAB,28,234.84349
ABILIFY 30MG 28TAB,28,236.04434
ABILIFY 5MG 28TAB,28,227.0275
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1,1256.772833
ABILIFY MAINTENA 400MG VIAL,1,1224.923165
ABITREN 100MG 10 SR TAB,10,9.83112
ABITREN 100MG 20 SR TAB,20,16.97978
ABITREN 50MG 10SUPP,10,11.0148
ABITREN INJ 75MG/3CC,5,11.06138
ABRAXANE 5MG/ML VIAL 100MG/20ML,1,1222.36613
ABSTRAL 100MCG 30TAB SUBLINGUAL,30,816.675525
ABSTRAL 200MCG 30TAB SUBLINGUAL,30,892.91775
ABSTRAL 400MCG 30TAB SUBLINGUAL,30,920.89215
ABSTRAL 600MCG 30TAB SUBLINGUAL,30,933.279
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30,925.062225
ACERIL 12.5MG 90TAB,90,14.529946
ACERIL 25MG 90TAB,90,31.39218
ACERIL 50MG 90TAB,90,45.91692
ACLASTA 5MG/100ML 1BOTTLE,1,1226.16749
ACNETRIM SOL 25ML,25,15.04534
ACROSE 100MG 30TAB,30,23.93664
ACROSE 50MG 30TAB,30,16.60851
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4,4623.77786
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1,1690.120235
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1,683.414075
ACTIQ 1200MCG 30 COMPRESSED TAB,30,1025.45775
ACTIQ 1600MCG 30 COMPRESSED TAB,30,1025.45775
ACTIQ 200MCG 30 COMPRESSED TAB,30,892.91775
ACTIQ 400MCG 30 COMPRESSED TAB,30,920.89215
ACTIQ 600MCG 30 COMPRESSED TAB,30,933.279
ACTIQ 800MCG 30 COMPRESSED TAB,30,925.062225
ACTIVELLE 28TAB,28,48.088096
ACTOS 15MG 28TAB,28,67.294654
ACTOS 30MG 28TAB,28,128.1
ACTOS 45MG 28TAB,28,224.5775
ACYCLO-V 200MG 30TAB,30,39.88344
ACYCLO-V 400MG 30TAB,30,28.77822
ACYCLOVENIR 250MG 5VIAL/10ML,5,207.520625
ADAFERIN CREAM 0.1% 30GR,30,32.32104
ADAFERINE GEL 30GR,30,32.59641
ADCETRIS 50MG/VIAL,1,15824.67045
ADCIRCA 20MG 56TAB,56,2417.0286
ADEMPAS 1.5MG 42TAB,42,5833.63536
ADEMPAS 1MG 42TAB,42,5833.63536
ADEMPAS 2.5MG 84TAB,84,11667.27072
ADEMPAS 2MG 42TAB,42,5833.63536
ADIZEM CD 120MG 30CAP,30,24.6189
ADIZEM CD 180MG 30CAP,30,37.88598
ADIZEM CD 240MG 30CAP,30,52.00794
ADVAGRAF 0.5MG 50  P.R. CAPS,50,215.9875
ADVAGRAF 1MG 50  P.R. CAPS,50,364.4615
ADVAGRAF 3MG 50  P.R. CAPS,50,1079.46075
ADVAGRAF 5MG 50  P.R. CAPS,50,1777.7515
AERIUS 5MG 15TAB,15,12.96667812
AERIUS 5MG 30TAB,30,25.83135
AERIUS SYRUP 0.5MG/ML 120ML,120,13.03692
AEROVENT SOL 20ML,20,23.94486
AFINITOR 10MG 30TABLETS,30,16087.0533
AFINITOR 2.5MG 30TABLETS,30,6170.2767
AFINITOR 5MG 30TABLETS,30,11455.3179
AGGRASTAT 0.05MG/ML BAG 250ML,250,657.618125
AGGRENOX 60 CAPS,60,60.65412
AGIOLAX GRANULES 200GR,200,49.7036
AGISERC 16MG 30TAB,30,13.33695
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,106.210615
AGISTEN 1 VAGINAL TAB  0.5GR,1,28.032666
AGISTEN 3 VCR 20GR 2%,20,21.53366
AGRIPPAL S1,1,25.390895
AGRYLIN 0.5MG 100CAP,100,1917.56475
AKNE-MYCIN PLUS SOL 25ML,25,51.755175
AKNE-MYCIN SOL 25ML,25,15.04534
AKYNZEO 1 PACKS,1,292.9748525
ALBUNORM 5% VIAL 100ML,100,73.96155
ALBUNORM 5% VIAL 250ML,250,171.84375
ALCON AZOPT 1% 5ML,5,43.59888
ALDACTONE 25MG 20T,20,9.7955
ALDARA 5% CREAM 12SACH,12,239.172
ALDURAZYME 500U/5ML 1VIAL(5ML),1,3190.11173
ALENDRONATE TEVA 10MG 30TAB,30,64.394565
ALENDRONATE TEVA 70MG 4TAB,4,38.574816
ALEXAN 1000MG/20ML VIAL,1,100.831422
ALFU-KAL XL 10MG 30TAB,30,61.34814
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30,61.34814
ALIMTA 100MG/VIAL VIAL 10ML,1,901.0244275
ALIMTA 500MG/VIAL VIAL 50ML,1,4834.244305
ALKERAN  2MG 25 TABS,25,284.2706875
ALKERAN INJ 50MG/10ML,1,133.957875
ALLORIL 100MG 50TAB,50,11.645
ALLORIL 300MG 20TAB,20,9.864
ALPHA D3 0.25MCG 30CAP,30,20.76372
ALPHA D3 1MCG 30CAP,30,50.11323
ALPRALID 0.25MG 30TAB,30,9.0831
ALPRALID 0.50MG 30TAB,30,13.29585
ALPRALID 1MG 30TAB,30,19.94172
AMARYL 1MG 30TAB,30,10.87917
AMARYL 2MG 30TAB,30,13.46436
AMARYL 3MG 30TAB,30,21.21171
AMARYL 4MG 30TAB,30,23.1393
AMBISOME 50MG/VIAL 10VIALS,10,6774.4016
AMELUZ 78MG/G GEL 2G,2,1009.033365
AMIODACORE 200MG 30TAB,30,23.48043
AMIODACORE INJECTION 150MG/3ML 6X3AMP,6,22.58719
AMLODIPINE TEVA 10MG 20TAB,20,13.015
AMLODIPINE TEVA 5MG 20TAB,20,8.20904
