Medication_Name,Package_Size,Max_Consumer_Price
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1,7076.484664
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1,4212.30664
ABITREN 100MG 10 SR TAB,10,18.60729438
ABITREN 100MG 20 SR TAB,20,37.21458876
ABITREN 25MG 20TAB,20,6.954896332
ABITREN 50MG 10SUPP,10,15.87486407
ABITREN INJ 75MG/3CC,5,18.08446082
ACCOLATE 20MG 56TAB,56,216.2802959
ACERIL 12.5MG 90TAB,90,59.44617437
ACERIL 25MG 90TAB,90,76.90089777
ACERIL 50MG 90TAB,90,122.7893267
ACLASTA 5MG/100ML 1BOTTLE,1,2769.982697
ACNETRIM SOL 25ML,25,18.78469576
ACOMPLIA 20MG 28TAB,28,478.2560998
ACTIVELLE 28TAB,28,57.04445262
ACTONEL 30MG 28TAB,28,1430.215772
ACTONEL 5MG 28TAB,28,198.3558697
ACTONEL ONCE A WEEK 35MG 4TAB,4,210.3939852
ADAFERIN CREAM 0.1% 30GR,30,58.08368239
ADAFERINE GEL 30GR,30,56.9636742
ADIZEM CD 120MG 30CAP,30,54.0416965
ADIZEM CD 180MG 30CAP,30,62.46056103
ADIZEM CD 240MG 30CAP,30,90.18091784
AERIUS 5MG 15TAB,15,43.81036552
AERIUS SYRUP 0.5MG/ML 120ML,120,57.69020583
AEROVENT SOL 20ML,20,40.47307748
AFFECTINE 20MG 28CAP,28,73.95844249
AFFECTINE 20MG 56CAP,56,129.8527366
AGENERASE 150MG 240CAP,240,1719.359582
AGENERASE ORAL SOL 240ML,240,239.4634345
AGISERC 16MG 30TAB,30,34.17133887
AGISPOR CREAM 15GR,15,27.38847821
AGISPOR GEL 15GR,15,16.52031384
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10,139.80458
AGISPOR SOL 15ML,15,21.15726938
AGISTEN 1 VAGINAL TAB  0.5GR,1,25.7471792
AGISTEN 3 VCR 20GX2%,20,27.96885292
AGISTEN 6 VAGINAL TAB 0.1GR,6,24.67821038
AGRIPPAL S1,1,49.29804873
AGRYLIN 0.5MG 100CAP,100,3106.546886
AHISTON 2MG 20TAB,20,22.19749259
AKNE-MYCIN PLUS SOL 25ML,25,77.35365426
AKNE-MYCIN SOL 25ML,25,19.01011211
ALCON AZOPT 1% 5ML,5,77.18839086
ALDACTONE 100MG 10T,10,21.05472216
ALDACTONE 25MG 20T,20,19.55347323
ALDARA 5% CREAM 12SACH,12,464.0862061
ALDOSPIRONE 100MG 20TAB,20,41.61012284
ALDOSPIRONE 25MG 20TAB,20,19.32161386
ALENDRONATE TEVA 10MG 30TAB,30,176.006958
ALENDRONATE TEVA 70MG 4TAB,4,150.3409442
ALKERAN  2MG 25 TABS,25,100.1545214
ALKERAN INJ 50MG/10ML,1,327.8435088
ALLEGRO NASAL SPRAY 15ML (120DOSES),120,82.03107181
ALLORIL 100MG 50TAB,50,20.91439817
ALLORIL 300MG 20TAB,20,18.62226267
ALOMIDE 10ML,10,58.85086494
ALPHA D3 0.25MCG 50CAP,50,64.01440109
ALPHA D3 1MCG 50CAP,50,162.8907672
ALPRALID 0.25MG 30TAB,30,13.84665911
ALPRALID 0.50MG 30TAB,30,23.72410629
ALPRALID 1MG 30TAB,30,42.57543463
ALPROX 0.25MG 30TAB,30,13.84665911
ALPROX 0.50MG 30TAB,30,23.72410629
ALPROX 1MG 30TAB,30,42.57543463
AMARYL 1MG 30TAB,30,27.30430511
AMARYL 2MG 30TAB,30,46.0956168
AMARYL 3MG 30TAB,30,66.69202875
AMIODACORE 200MG 30TAB,30,53.30109943
AMLODIPINE TEVA 10MG 20TAB,20,53.25909525
AMLODIPINE TEVA 10MG 30TAB,30,79.88864288
AMLODIPINE TEVA 5MG 20TAB,20,34.32855247
AMLODIPINE TEVA 5MG 30TAB,30,51.49282871
AMLOW 10MG 20TAB,20,53.25909525
AMLOW 5MG 20TAB,20,34.32855247
AMOXI 500MG 20CAP,20,34.88820744
AMOXICLAV-TEVA 250 SUSP 100ML,100,57.78004685
AMOXICLAV-TEVA 250MG 20TAB,20,40.25855052
AMOXICLAV-TEVA 500 20TAB,20,93.34391683
ANAFRANIL 25MG 30TAB,30,18.8511198
ANAFRANIL SR 75MG 20TAB,20,48.15646234
ANDROCUR 10MG 15TAB,15,41.91555708
ANDROCUR 50MG 50TAB,50,233.5985583
ANDROGEL 25MG 30SACHX2.5G,30,298.5843418
ANDROGEL 50MG 30SACHX5G,30,312.6714225
ANDROXON 40MG 30CAP,30,79.64423725
ANGELIQ 1X28TAB,28,106.4693264
A-PARKIN 100MG 100TAB,100,71.20702216
APIDRA 100 IU/ML CART 5X3ML,15,243.9937416
APIDRA OPTISET PREFILLED PEN 5X3ML,15,245.4965529
APO GO PEN 10MG/ML 5X3ML,5,1004.63352
APO-GO 10MG/ML 5AMPX2ML,5,363.8593204
APO-GO 10MG/ML 5AMPX5ML,5,568.8171744
APOVENT SOL 20ML,20,40.95875441
ARAGEST 2.5MG 30TAB,30,20.64603262
ARAGEST 5MG 30TAB,30,26.33951281
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4,6122.904532
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1,1530.436789
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4,612.3077195
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4,9044.178018
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1,2286.90966
ARANESP 15MCG 4 PREFILLED SYR 0.375ML,4,913.6988557
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4,1215.890261
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1,307.5962588
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1,4584.610481
ARANESP 300MCG PREFILLED SYR 1X0.6ML,1,4503.253377
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4,1836.977945
ARANESP 30MCG PREFILLED PEN 1X0.3ML,1,461.5941292
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4,2445.626245
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1,607.1343927
ARANESP 500MCG PREFILLED PEN 1X1ML,1,7637.169124
ARANESP 500MCG PREFILLED SYR 1X1ML,1,7322.139426
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4,3060.947935
ARANESP 50MCG PREFILLED PEN 1X0.5ML,1,769.0962244
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4,3671.57041
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1,900.4406058
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4,4901.253708
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1,1225.648319
ARAVA 100MG 3TAB,3,271.4520705
ARAVA 10MG 30TAB,30,426.7655579
ARAVA 20MG 30TAB,30,471.6764754
ARCOXIA 120MG 7TAB,7,63.92122843
ARCOXIA 60MG 10TAB,10,88.33620917
ARCOXIA 90MG 10TAB,10,88.33620917
AREDIA VIAL 90MG PWDR 10ML SOLV,1,1516.334624
AREDIA VIALS 2X30MG + 5ML SOLV,2,1034.122724
ARICEPT 10MG 28TAB,28,593.8909025
ARICEPT 5MG 28TAB,28,515.1032898
ARIMIDEX 1MG 28TAB,28,715.3024309
AROMASIN 25MG 30TAB,30,874.9629271
ART 50 50MG 30CAPS,30,90.40037224
ARTHROTEC 50 20TAB,20,48.97659237
ARTHROTEC 75 20TAB,20,61.6035594
ASACOL 400MG 100TAB,100,213.4080482
ASACOL 800MG 60TAB,60,259.7775084
ASENTA 10MG 28TAB,28,586.8487179
ASENTA 5MG 28TAB,28,508.9953457
ASSIVAL 10MG 30TAB,30,11.70456875
ASSIVAL 10MG/2ML 5AMP,5,21.2992313
ASSIVAL 2MG 30TAB,30,4.970213147
ASSIVAL 5MG 30TAB,30,7.79984121
ATACAND 16MG 30TAB,30,150.9019604
ATACAND 8MG 30TAB,30,126.0139596
ATACAND PLUS 30TAB,30,151.928488
ATROSPAN DRPS 1%10CC,10,21.7666578
ATROVENT INHALER 20MCG 200DOSES,200,57.15021341
AUGMENTIN 1.2G 10VIALS,10,263.1708006
AUGMENTIN 125MG100ML,100,34.12871521
AUGMENTIN 250MG 20T,20,40.25855052
AUGMENTIN 250MG100ML,100,57.78004685
AUGMENTIN 400MG SUSP 35ML,35,28.96775695
AUGMENTIN 400MG SUSP 70ML,70,56.8782965
AUGMENTIN 500MG 10VIALS,10,117.8364052
AUGMENTIN 500MG 20TAB,20,93.34391683
AUGMENTIN B.I.D 875MG 14TAB,14,107.2117211
AVANDIA 4MG 28TAB,28,201.9519997
AVANDIA 8MG 28TAB,28,307.7440378
AVASTIN 100MG 25MG/ML VIAL 4ML,1,2411.193228
AVASTIN 400MG 25MG/ML VIAL 16ML,1,8977.847075
AVAXIM INJ SOL 1X0.5ML,1,193.7175043
AVLOCLOR 250MG 20TAB,20,11.59382295
AVODART 0.5MG 30CAPS,30,224.0874269
AZENIL 200MG 15ML,15,45.20404461
AZENIL 200MG 22.5ML,22.5,66.56872993
AZENIL 250MG 6CAP,6,96.00405073
AZILECT 1MG 30TAB,30,717.0086164
AZOPI 50MG 100TAB,100,168.4953389
BACLOSAL 10MG 50TAB,50,40.21727511
BACLOSAL 25MG 50TAB,50,68.72161695
BACTODERM OINT 15GR,15,42.64691216
BACTROBAN 15GR OINT,15,43.1586751
BACTROBAN CREAM 2% 15GR,15,48.95128664
BACTROBAN NASAL 3GR,3,72.32422546
BATRAFEN NAIL LAC. 3G,3,102.6919151
BEDODEKA 100AMP,100,269.6365816
BELARA 1X21TAB,21,47.82220965
BELARA 3X21TAB,63,130.9002089
BENAZEPRIL-TEVA 10MG 30TAB,30,86.97691634
BENAZEPRIL-TEVA 20MG 30TAB,30,106.3953147
